coords_xyz,name,ULS_v_x_max,ULS_v_y_max,ULS_m_xD+_max,ULS_m_xD-_max,ULS_m_yD+_max,ULS_m_yD-_max,ULS_Mx,ULS_My,SLS_kar_v_x_max,SLS_kar_v_y_max,SLS_kar_m_xD+_max,SLS_kar_m_xD-_max,SLS_kar_m_yD+_max,SLS_kar_m_yD-_max,SLS_kar_Mx,SLS_kar_My,SLS_freq_v_x_max,SLS_freq_v_y_max,SLS_freq_m_xD+_max,SLS_freq_m_xD-_max,SLS_freq_m_yD+_max,SLS_freq_m_yD-_max,SLS_freq_Mx,SLS_freq_My
"('0', '-4.5', '0')",3-1,472078.37827762007,-42685.73202141428,-471845.71308600897,0.0,-100500.779055518,0.0,471845.71308600897,0.0,429162.15309857554,-38805.21008747816,-428950.6393879977,0.0,-91364.34269935034,0.0,428950.6393879977,0.0,357340.5414126806,-30745.13073391198,-361371.035140452,0.0,-76692.7157639415,0.0,361371.035140452,0.0
"('1', '-4.5', '0')",3-1,309367.46560808487,39033.66960012826,-177220.6229811677,0.0,-40282.96622305252,8753.870074196464,177220.6229811677,8753.870074196464,281243.144700927,35485.153419436094,-161109.65390099605,0.0,-36620.87761032596,7958.063531328586,161109.65390099605,7958.063531328586,235387.01999275896,28600.733437933824,-134866.4708460711,0.0,-30245.736465617647,4916.2533154104885,134866.4708460711,4916.2533154104885
"('2', '-4.5', '0')",3-1,220564.45346552297,62641.813065656446,-9219.75181020495,124913.65627317416,-13644.739260532411,70407.88238041423,124913.65627317416,70407.88238041423,200513.13532807308,56947.10155266523,-8381.59237306565,113557.8669250046,-12404.308149809693,64007.164423757255,113557.8669250046,64007.164423757255,167251.77383404234,45534.83258052288,-4427.027777233114,92940.58761494984,-8295.345820394467,51671.639374710125,92940.58761494984,51671.639374710125
"('3', '-4.5', '0')",3-1,142036.4095418088,73422.61839995286,0.0,233886.63860767477,-3923.5040097430183,105504.8043665633,233886.63860767477,105504.8043665633,129124.00595493182,66747.83346232772,0.0,212624.21247415667,-3566.8217497303285,95913.45647450334,212624.21247415667,95913.45647450334,106695.9820964338,53265.876013961926,0.0,177307.00620825464,-1195.7299453254768,78335.30086025581,177307.00620825464,78335.30086025581
"('4', '-4.5', '0')",3-1,-73535.34141833131,78197.69340335575,0.0,270228.45902514434,-2371.8963344360304,111180.8911345264,270228.45902514434,111180.8911345264,-66850.30893135976,71088.81064406037,0.0,245662.23036395683,-2156.2693482059667,101073.53525726404,245662.23036395683,101073.53525726404,-53481.396723906095,56702.82688239125,0.0,205589.1877695863,0.0,83012.47908281039,205589.1877695863,83012.47908281039
"('5', '-4.5', '0')",3-1,-144461.96714818172,75667.67900239788,0.0,230975.6474908214,-4009.6019773560456,106232.29167982274,230975.6474908214,106232.29167982274,-131329.05827656848,68788.79760213196,0.0,209977.8569707391,-3645.092627682059,96574.80856313203,209977.8569707391,96574.80856313203,-108461.29484467162,54901.133927948154,0.0,175186.42513638912,-1263.5050684474418,78862.91716584018,175186.42513638912,78862.91716584018
"('6', '-4.5', '0')",3-1,-222017.26176623837,65420.834911138954,-8691.34156203495,121766.32538540168,-14270.256908157538,72596.05047971016,121766.32538540168,72596.05047971016,-201833.87011827904,59473.48499380052,-7901.2194305956355,110696.65708904465,-12972.960544416415,65996.40810727424,110696.65708904465,65996.40810727424,-168306.50805416566,47560.194933357285,-4045.3177439213937,90648.4187606974,-8642.58888893923,53262.746558520405,90648.4187606974,53262.746558520405
"('7', '-4.5', '0')",3-1,-310501.2521912781,42197.80515436412,-179718.47013768568,0.0,-40300.76667663361,8762.460778543382,179718.47013768568,8762.460778543382,-282273.85975421715,38361.640224577066,-163380.42399406753,0.0,-36637.05984050348,7965.873262383784,163380.42399406753,7965.873262383784,-236207.3640624944,30903.125648387253,-136684.3685051984,0.0,-30258.800654370305,4923.569619600662,136684.3685051984,4923.569619600662
"('8', '-4.5', '0')",3-1,-493004.0183431602,-42646.083453987034,-471220.5939577039,0.0,-101050.32923512148,0.0,471220.5939577039,0.0,-448185.4618367476,-38769.1659360528,-428382.349283674,0.0,-91863.9337608888,0.0,428382.349283674,0.0,-372554.40787303034,-30720.872519284123,-360910.4031718013,0.0,-77091.27366804985,0.0,360910.4031718013,0.0
"('0', '-5.5', '0')",3-1,340539.98067539994,-47490.83985546803,-440997.16237863695,0.0,-95341.30137357894,0.0,440997.16237863695,0.0,309581.7942390964,-43173.48984193802,-400906.5030005993,0.0,-86673.90854733625,0.0,400906.5030005993,0.0,261831.38790555508,-34342.693395638285,-339291.57884186687,0.0,-73019.72620765507,0.0,339291.57884186687,0.0
"('1', '-5.5', '0')",3-1,263568.08346078964,-16153.305316795651,-178281.6336027959,0.0,-46844.251824729035,0.0,178281.6336027959,0.0,239607.3436566467,-14684.822696983814,-162074.2089973676,0.0,-42585.68255400658,0.0,162074.2089973676,0.0,202243.22381340945,-11621.142262833157,-135849.40600879095,0.0,-35039.77494713712,0.0,135849.40600879095,0.0
"('2', '-5.5', '0')",3-1,188201.00018191765,27486.549639515728,-6380.579371417203,110917.08261224066,-21417.09498437252,52367.88294129896,110917.08261224066,52367.88294129896,171091.81480346157,24987.77185887996,-5800.526575565337,100833.70933126324,-19470.08592742681,47607.16529021615,100833.70933126324,47607.16529021615,143858.64689543497,20028.683815231263,-2403.318825173852,82883.42977984545,-14695.591633227696,38577.95528419432,82883.42977984545,38577.95528419432
"('3', '-5.5', '0')",3-1,113946.39740941804,40830.56699183437,0.0,216268.04781227664,-6193.401801685513,74206.0065772362,216268.04781227664,74206.0065772362,103587.63184512692,37118.69646077789,0.0,196607.3121047882,-5630.365152224681,67460.0045563778,196607.3121047882,67460.0045563778,86344.21192564927,29661.630828593512,0.0,164694.69234402585,-2833.207001858605,55590.45329089681,164694.69234402585,55590.45329089681
"('4', '-5.5', '0')",3-1,-43688.881548583515,45865.48600482245,0.0,249008.25472124992,-3965.8250180149817,71889.60050893978,249008.25472124992,71889.60050893978,-39717.16418332047,41695.89546428621,0.0,226371.13596626985,-3605.2953927800368,65354.18091651704,226371.13596626985,65354.18091651704,-31776.671216030398,33300.21808289456,0.0,190337.44966189656,-1015.6996023437634,54399.953835064895,190337.44966189656,54399.953835064895
"('5', '-5.5', '0')",3-1,-112796.89018862584,41251.21425693412,0.0,213043.9827235136,-6573.077503130442,76357.72390513451,213043.9827235136,76357.72390513451,-102542.62530342033,37501.10305712558,0.0,193676.3439058033,-5975.524873329844,69416.11117570606,193676.3439058033,69416.11117570606,-85512.92236339164,29970.965554296625,0.0,162346.59016254553,-3085.3848632315194,57150.79805637291,162346.59016254553,57150.79805637291
"('6', '-5.5', '0')",3-1,-186551.37009991443,27521.819760017275,-9742.090974372828,109411.28696110958,-25106.021775964637,55201.545888508015,109411.28696110958,55201.545888508015,-169592.1511250539,25019.835604095497,-8856.446148380637,99464.80422354155,-22823.655665278435,50183.22245911712,99464.80422354155,50183.22245911712,-142658.6466757285,20061.810597492808,-4852.778804315185,81781.45922652571,-16897.94915806732,40631.76621347164,81781.45922652571,40631.76621347164
"('7', '-5.5', '0')",3-1,-264012.1104349749,-16385.943067653458,-180690.8684795088,0.0,-46573.270070563805,0.0,180690.8684795088,0.0,-240011.00453352055,-14896.3115568161,-164264.42247418044,0.0,-42339.335510104895,0.0,164264.42247418044,0.0,-202553.32610210983,-11783.735021148725,-137605.31658943216,0.0,-34846.3036813338,0.0,137605.31658943216,0.0
"('8', '-5.5', '0')",3-1,-342145.4781905489,-48193.561543895674,-445554.00279745576,0.0,-95234.25265993032,0.0,445554.00279745576,0.0,-311041.3374030516,-43812.32772666216,-405049.0851097375,0.0,-86576.59153703769,0.0,405049.0851097375,0.0,-262968.72522934026,-34857.621912748,-342592.0459033902,0.0,-72940.60044611964,0.0,342592.0459033902,0.0
"('0', '-6.5', '0')",3-1,360991.50512026553,-51569.76576063286,-398752.1306451367,0.0,-86126.13524456894,0.0,398752.1306451367,0.0,328174.0887879904,-46881.60422080755,-362501.9295362503,0.0,-78296.48497705297,0.0,362501.9295362503,0.0,276751.729743627,-37401.98769599301,-308762.70026236074,0.0,-66374.73206806937,0.0,308762.70026236074,0.0
"('1', '-6.5', '0')",3-1,243972.01002712589,-18167.892715293543,-171306.72620431046,0.0,-49117.96510009932,2741.417088724213,171306.72620431046,2741.417088724213,221792.7318327029,-16516.265746831894,-155733.3842315813,0.0,-44652.69457772374,2492.1972993687255,155733.3842315813,2492.1972993687255,188055.19048424225,-13123.889697812572,-130920.81561164878,0.0,-36775.56311364364,295.6081884651103,130920.81561164878,295.6081884651103
"('2', '-6.5', '0')",3-1,182848.21176840735,23597.239411367304,-5044.260613761187,92919.92756407414,-25127.25099276181,49115.880241417566,92919.92756407414,49115.880241417566,166225.64362615376,21452.035364820425,-4585.691367663443,84472.65964460821,-22842.954940753807,44650.79925169051,84472.65964460821,44650.79925169051,140030.63444531057,17216.52355520386,-1478.9666901677756,69862.38548493088,-17302.01267205039,36148.9974085839,69862.38548493088,36148.9974085839
"('3', '-6.5', '0')",3-1,114368.96642527929,39254.51371046935,0.0,200409.09319414035,-1832.6475104327,62057.988946043486,200409.09319414035,62057.988946043486,103971.78548890408,35685.92078150064,0.0,182190.08095052835,-1666.043155191942,56416.352403491954,182190.08095052835,56416.352403491954,86691.286860699,28560.27355760173,0.0,153287.0784649076,0.0,46726.227608753965,153287.0784649076,46726.227608753965
"('4', '-6.5', '0')",3-1,-51048.44429847192,44416.57568594332,0.0,232681.20549630132,0.0,55509.14398177496,232681.20549630132,55509.14398177496,-46407.6756291152,40378.704293854535,0.0,211528.36426890956,0.0,50462.8571217868,211528.36426890956,50462.8571217868,-37129.6741543772,32298.00030925449,0.0,178572.63107697442,0.0,42411.49953894098,178572.63107697442,42411.49953894098
"('5', '-6.5', '0')",3-1,-116741.4030030016,39276.297082697725,0.0,198547.55470219103,-1854.0064322413916,64342.90942843193,198547.55470219103,64342.90942843193,-106128.54596735963,35705.72384673357,0.0,180497.77326725415,-1685.4603564153508,58493.5527970048,180497.77326725415,58493.5527970048,-88423.31689572046,28571.304748357503,0.0,151935.35259727068,0.0,48385.07607407754,151935.35259727068,48385.07607407754
"('6', '-6.5', '0')",3-1,-185381.292210002,23101.12102059963,-8944.813835297346,92972.71561608532,-25596.12176712976,50885.358135915325,92972.71561608532,50885.358135915325,-168528.44397769152,21001.01865571624,-8131.6487649306655,84520.64878176003,-23269.2010900315,46259.41549665368,84520.64878176003,46259.41549665368,-141876.09927723266,16848.599284994638,-4320.641435932073,69896.14103566609,-17205.13883686263,37483.93982628478,69896.14103566609,37483.93982628478
"('7', '-6.5', '0')",3-1,-247393.238541069,-18421.35823027644,-173473.01746155135,0.0,-48318.48504243539,2684.8639622654623,173473.01746155135,2684.8639622654623,-224902.93950523928,-16746.6889372766,-157702.73987729748,0.0,-43925.89454105496,2440.7853673387294,157702.73987729748,2440.7853673387294,-190527.88491352732,-13308.652930041326,-132497.9554383051,0.0,-36198.82904703415,246.47978318420064,132497.9554383051,246.47978318420064
"('8', '-6.5', '0')",3-1,-375773.3503297234,-52556.19561203082,-397547.5144946442,0.0,-86163.71780848187,0.0,397547.5144946442,0.0,-341612.129596236,-47778.35861173272,-361406.8239686293,0.0,-78330.650943506,0.0,361406.8239686293,0.0,-287455.2027461155,-38108.87022323543,-307872.0765429032,0.0,-66400.30662878448,0.0,307872.0765429032,0.0
"('0', '-7.5', '0')",3-1,284551.3035001859,-49260.75587941493,-369628.81547839934,0.0,-79591.15249288971,0.0,369628.81547839934,0.0,258682.99791268003,-44782.504374288015,-336026.18905262835,0.0,-72355.59169608478,0.0,336026.18905262835,0.0,221141.974954987,-35765.89499961048,-287679.92902688053,0.0,-61650.10196095175,0.0,287679.92902688053,0.0
"('1', '-7.5', '0')",3-1,213747.760481063,29372.624405061935,-160442.8541051681,0.0,-49477.33915253784,0.0,160442.8541051681,0.0,194316.14193268376,26702.385245727695,-145857.13708553405,0.0,-44979.398254677646,0.0,145857.13708553405,0.0,166091.39029469766,21428.04195353569,-123109.74267150227,0.0,-37087.55398629872,0.0,123109.74267150227,0.0
"('2', '-7.5', '0')",3-1,162401.60749767,45734.3804304923,-14061.94379416795,76444.7687445678,-36439.79142901796,33849.83990530565,76444.7687445678,33849.83990530565,147637.8219657447,41576.708582219595,-12783.584990348669,69495.24286201918,-33127.08239927888,30772.581065118316,69495.24286201918,30772.581065118316,125195.9638307275,33302.363423400966,-8073.23911632202,57910.050955351995,-25991.087188631034,25026.71793713948,57910.050955351995,25026.71793713948
"('3', '-7.5', '0')",3-1,98735.88114922737,60721.43640215328,0.0,184896.21610474944,-2854.721175611979,37789.7923782888,184896.21610474944,37789.7923782888,89759.89009208827,55201.30462420913,0.0,168087.4657228897,-2595.201012488696,34354.35596292466,168087.4657228897,34354.35596292466,75349.12015025587,44172.871109115455,0.0,142078.63229694078,-644.1456941034372,28858.19894799187,142078.63229694078,28858.19894799187
"('4', '-7.5', '0')",3-1,-35328.362115541175,65328.602044904655,0.0,217623.87715075168,0.0,31216.709708572205,217623.87715075168,31216.709708572205,-32116.692136199603,59389.636935701375,0.0,197839.88425340812,0.0,28378.82639269841,197839.88425340812,28378.82639269841,-25690.88480795204,47507.39841177936,0.0,167686.94254480425,0.0,24441.9205621307,167686.94254480425,24441.9205621307
"('5', '-7.5', '0')",3-1,-98157.75671617687,61560.78776018662,0.0,183700.50885302137,-3015.047508902044,39640.52541437286,183700.50885302137,39640.52541437286,-89234.32243707009,55964.35129679176,0.0,167000.45915396983,-2740.9522214115004,36036.84054309877,167000.45915396983,36036.84054309877,-74925.26225480036,44769.35451037603,0.0,141218.8746448347,-741.7445532789316,30394.63475147077,141218.8746448347,30394.63475147077
"('6', '-7.5', '0')",3-1,-162436.59955394734,47048.27299910986,-12005.220976229975,74690.66923008164,-36898.93987038708,35026.09278471237,74690.66923008164,35026.09278471237,-147669.63292530735,42771.15634598296,-10913.837014567109,67900.60697432184,-33544.49006420374,31841.90184140205,67900.60697432184,31841.90184140205,-125222.85291558351,34233.65849288851,-6573.7989309683935,56641.23750917162,-26323.30398949304,25887.137407515336,56641.23750917162,25887.137407515336
"('7', '-7.5', '0')",3-1,-216223.68855981427,29574.88764202124,-162093.48341722612,0.0,-49560.9094223178,0.0,162093.48341722612,0.0,-196566.9855918537,26886.260911705296,-147357.70915488095,0.0,-45055.37122555822,0.0,147357.70915488095,0.0,-167902.78788631066,21562.88176123,-124303.26710290066,0.0,-37142.00293502472,0.0,124303.26710290066,0.0
"('8', '-7.5', '0')",3-1,-291369.15573845466,-49978.35109041008,-369994.3437479611,0.0,-79990.97298253908,0.0,369994.3437479611,0.0,-264881.04526767624,-45434.86364287138,-336358.4874723005,0.0,-72719.06486061525,0.0,336358.4874723005,0.0,-226123.0817575185,-36266.39490224536,-287954.8178972096,0.0,-61938.82429299314,0.0,287954.8178972096,0.0
"('0', '-8.5', '0')",3-1,258564.22674775845,-39491.46390488861,-359516.4580506606,0.0,-77730.56394916358,0.0,359516.4580506606,0.0,235058.3831949729,-35901.33004448563,-326833.1370462144,0.0,-70664.14760258154,0.0,326833.1370462144,0.0,202238.30702620203,-28673.903607598055,-280393.87499165564,0.0,-60320.7701885325,0.0,280393.87499165564,0.0
"('1', '-8.5', '0')",3-1,199618.10058812195,17924.697857775405,-150487.05729021953,0.0,-44627.29742952557,0.0,150487.05729021953,0.0,181470.99685397503,16295.17951834918,-136806.41290599533,0.0,-40570.26951114088,0.0,136806.41290599533,0.0,155831.47445642852,13067.85535234478,-115919.09101960625,0.0,-33618.62263595799,0.0,115919.09101960625,0.0
"('2', '-8.5', '0')",3-1,149141.0108676527,15828.579936727649,-12752.75498829948,60276.086281244825,-39437.109704850125,27869.90551708656,60276.086281244825,27869.90551708656,135582.7343818719,14389.61781323384,-11593.413374446332,54796.4409498036,-35851.91713643074,25336.277206863106,54796.4409498036,25336.277206863106,115576.90110165632,11519.2934230087,-7139.837394782975,46494.55697910684,-28206.92331262793,20806.528072331457,46494.55697910684,20806.528072331457
"('3', '-8.5', '0')",3-1,87730.0375978552,27428.699897534865,0.0,169505.38797647617,-11231.3423904397,33467.69924059571,169505.38797647617,33467.69924059571,79754.57798975492,24935.181185255635,0.0,154095.80409264145,-10210.311042733558,30425.180507269408,154095.80409264145,30425.180507269408,67363.38380645271,19939.84644176393,0.0,130935.0531110693,-6383.391208490079,25951.901158113964,130935.0531110693,25951.901158113964
"('4', '-8.5', '0')",3-1,-25978.28749153998,31966.20791837168,0.0,206149.3840709912,-7684.612286836124,21550.59263084849,206149.3840709912,21550.59263084849,-23616.62448043252,29060.188387450937,0.0,187408.52713513988,-6986.011018433312,19591.44746859144,187408.52713513988,19591.44746859144,-18884.915630305608,23232.79443318548,0.0,159390.45050924903,-3858.5414948419993,17619.180723663634,159390.45050924903,17619.180723663634
"('5', '-8.5', '0')",3-1,-87730.43952101728,27615.21879859092,0.0,167609.3480925039,-11076.016071392614,32486.205124261265,167609.3480925039,32486.205124261265,-79754.94337443981,25104.74381890415,0.0,152372.13153491434,-10069.105301205853,29532.91314812294,152372.13153491434,29532.91314812294,-67350.09294195156,20072.746968222677,0.0,129586.99677804332,-6547.628608313748,25245.553602949283,129586.99677804332,25245.553602949283
"('6', '-8.5', '0')",3-1,-149338.58048039678,15895.820624370706,-11827.920807005434,58644.282776633794,-40391.60544386543,28821.255768933803,58644.282776633794,28821.255768933803,-135762.34311683723,14450.745709766255,-10752.65504603833,53312.98324323296,-36719.64051672816,26201.14105343336,53312.98324323296,26201.14105343336,-115719.62780756998,11564.132270219052,-6452.79170369736,45031.77044979004,-28886.06446844796,21513.456718659618,45031.77044979004,21513.456718659618
"('7', '-8.5', '0')",3-1,-201072.49397379125,18179.937282128976,-151055.65066023762,0.0,-44562.76186390238,0.0,151055.65066023762,0.0,-182793.1726304716,16527.21535364137,-137323.31595844455,0.0,-40511.60081639141,0.0,137323.31595844455,0.0,-156925.161965294,13253.241960986332,-116323.93352995244,0.0,-33699.05653387806,0.0,116323.93352995244,0.0
"('8', '-8.5', '0')",3-1,-263341.77044383495,-39807.82684422049,-359777.7216596978,0.0,-77963.16114640988,0.0,359777.7216596978,0.0,-239401.60464272383,-36188.93271037191,-327070.6494129184,0.0,-70875.59959549506,0.0,327070.6494129184,0.0,-205803.7714890609,-28897.97268352124,-280623.1628402648,0.0,-60495.75608788594,0.0,280623.1628402648,0.0
"('0', '-9.5', '0')",3-1,277833.94890991616,40994.826447641135,-370795.73765361,0.0,-81093.11569877763,0.0,370795.73765361,0.0,252576.31205304217,37268.02323554747,-337087.0273721895,0.0,-73721.0127632469,0.0,337087.0273721895,0.0,216308.5444882072,29855.335727243822,-288651.34417293203,0.0,-62774.73025913436,0.0,288651.34417293203,0.0
"('1', '-9.5', '0')",3-1,210020.28967129416,19992.416111202238,-159902.7159033776,0.0,-47693.56153683924,0.0,159902.7159033776,0.0,190927.53217888996,18174.923343838276,-145366.1023695196,0.0,-43357.78230602757,0.0,145366.1023695196,0.0,163427.5635055159,14555.90299375281,-122829.20735767116,0.0,-35998.850047358,0.0,122829.20735767116,0.0
"('2', '-9.5', '0')",3-1,156816.53178559846,-26379.0002429866,-6412.432050673365,73427.85280465095,-31275.851290905142,33997.903761489644,73427.85280465095,33997.903761489644,142560.4805196126,-23980.90879203379,-5829.483556079678,66752.59206827838,-28432.59146638121,30907.184579882716,66752.59206827838,30907.184579882716,121172.75933348273,-19188.63124869632,-2580.5858981665806,55798.67042332384,-22281.31273585042,25247.9455052734,55798.67042332384,25247.9455052734
"('3', '-9.5', '0')",3-1,94602.55503736172,-37392.038215930654,0.0,181374.34801113547,-12834.995481718335,44075.288141655794,181374.34801113547,44075.288141655794,86002.32098117677,-33992.76127770916,0.0,164885.7675274309,-11668.177457752096,40068.44293426599,164885.7675274309,40068.44293426599,72366.79381540195,-27202.731956159605,0.0,139636.19777402075,-7770.301967883754,33647.721699987414,139636.19777402075,33647.721699987414
"('4', '-9.5', '0')",3-1,-31950.995742927065,-41480.89580973533,0.0,214508.86934016127,-10396.31504064278,36025.47315993923,214508.86934016127,36025.47315993923,-29046.35913673445,-37709.90446423739,0.0,195008.0590335504,-9451.195286644295,32750.429481535662,195008.0590335504,32750.429481535662,-23231.5272940844,-30175.425671383997,0.0,165495.63225258916,-5840.97823965017,28140.38141354236,165495.63225258916,28140.38141354236
"('5', '-9.5', '0')",3-1,-94744.87152854248,-36923.371655055824,0.0,179583.1574205475,-13176.76283718542,43985.64874523746,179583.1574205475,43985.64874523746,-86131.6996067187,-33566.70077705756,0.0,163257.41248037183,-11978.875046897074,39986.95253806748,163257.41248037183,39986.95253806748,-72462.25291171564,-26853.956384754616,0.0,138344.10774598122,-7979.5620613495375,33411.54113571155,138344.10774598122,33411.54113571155
"('6', '-9.5', '0')",3-1,-157195.9355879078,-25994.297751657472,-5922.461967642549,78950.81277143948,-31857.096447703243,35487.48455613829,78950.81277143948,35487.48455613829,-142905.39305969077,-23631.17926204205,-5384.056217524223,71773.46465653437,-28960.996142926622,32261.348909303488,71773.46465653437,32261.348909303488,-121451.10547127854,-18894.17847322232,-2212.07564487026,59828.89110510453,-22695.96329510689,26339.350173231847,59828.89110510453,26339.350173231847
"('7', '-9.5', '0')",3-1,-211724.45851101688,20422.645661986324,-161510.73376008132,0.0,-47930.782997020986,0.0,161510.73376008132,0.0,-192476.77654505888,18566.04110880111,-146827.93675302033,0.0,-43573.43817424585,0.0,146827.93675302033,0.0,-164691.139919962,14877.823342338424,-123991.53704710973,0.0,-36164.33646742525,0.0,123991.53704710973,0.0
"('8', '-9.5', '0')",3-1,-283521.1388046628,41223.22639475122,-373056.1728807501,0.0,-81026.40407338685,0.0,373056.1728807501,0.0,-257746.48457256955,37475.659546601695,-339141.96844323183,0.0,-73660.36583238794,0.0,339141.96844323183,0.0,-220497.61921465007,30010.077114998203,-290323.42197333777,0.0,-62729.126918687325,0.0,290323.42197333777,0.0
"('0', '-10.5', '0')",3-1,345690.5931211842,41654.630984518815,-396580.4357346594,0.0,-84556.74690919468,0.0,396580.4357346594,0.0,314264.1690891583,37867.84552879911,-360527.6614828202,0.0,-76869.76834074938,0.0,360527.6614828202,0.0,265695.5680604658,30321.750350987462,-307436.168922928,0.0,-65297.64483931292,0.0,307436.168922928,0.0
"('1', '-10.5', '0')",3-1,238527.69445346872,20638.776137958288,-174710.70878632803,0.0,-50717.28915869232,0.0,174710.70878632803,0.0,216843.35414595905,18762.523355194517,-158827.91378945453,0.0,-46106.625539030974,0.0,158827.91378945453,0.0,184177.0081438064,15031.329640670836,-133605.58893841406,0.0,-38196.02115538383,0.0,133605.58893841406,0.0
"('2', '-10.5', '0')",3-1,178896.3766150339,-17411.02338883373,-12582.043389479277,100608.90757355216,-25457.83832144245,44810.87323905512,100608.90757355216,44810.87323905512,162633.06629287577,-15828.20273769088,-11438.220959102511,91462.64132217824,-23143.48888150789,40737.15661846465,91462.64132217824,40737.15661846465,137235.38792388295,-12647.153833668252,-6791.297625012019,75563.5170298955,-18097.377266691215,33096.59722051447,75563.5170298955,33096.59722051447
"('3', '-10.5', '0')",3-1,112724.40656819494,-28002.38749944076,0.0,201571.9031245308,-9016.798949947091,57737.82418755752,201571.9031245308,57737.82418755752,102476.73110657578,-25456.715356823057,0.0,183247.18086857133,-8197.089776830222,52488.92997863775,183247.18086857133,52488.92997863775,85546.40970359226,-20352.298538133775,0.0,154333.06167237816,-5072.554704013921,43562.562203767855,154333.06167237816,43562.562203767855
"('4', '-10.5', '0')",3-1,-49024.86074513613,-32243.146125825384,0.0,232649.22279568727,-7625.755791786723,49190.77918324847,232649.22279568727,49190.77918324847,-44568.05425686448,-29311.95038815821,0.0,211499.2890901357,-6932.505115002657,44718.889242532176,211499.2890901357,44718.889242532176,-35652.52781087081,-23435.470057385846,0.0,178704.5829576944,-3845.399855754649,37692.88470393968,178704.5829576944,37692.88470393968
"('5', '-10.5', '0')",3-1,-113967.91208979792,-27677.330281186056,0.0,199932.9094193179,-9132.765664202238,58732.39018672926,199932.9094193179,58732.39018672926,-103607.19064716736,-25161.208801178265,0.0,181757.18662339976,-8302.51406023171,53393.08086737877,181757.18662339976,53393.08086737877,-86448.90900386508,-20111.236099865542,0.0,153148.84541801404,-5162.137416274278,44288.24455036628,153148.84541801404,44288.24455036628
"('6', '-10.5', '0')",3-1,-180106.6957483419,-17261.444652159404,-14969.968099530166,97921.93268378456,-25920.19318144002,42672.4648398557,97921.93268378456,42672.4648398557,-163733.3563902167,-15692.222070934253,-13609.061557551624,89019.9369298792,-23563.811472395435,38793.149024964034,89019.9369298792,38793.149024964034,-138119.3573309926,-12531.153927439427,-8521.722667245818,73615.33513810413,-18435.289632998607,31539.47103248176,73615.33513810413,31539.47103248176
"('7', '-10.5', '0')",3-1,-240371.12115730956,20911.617159240664,-176673.99387947947,0.0,-51482.18431039112,0.0,176673.99387947947,0.0,-218519.1965676733,19010.560641893328,-160612.7183809076,0.0,-46801.984752776574,0.0,160612.7183809076,0.0,-185525.17314364543,15230.732084534877,-135030.51934324848,0.0,-38751.82155538815,0.0,135030.51934324848,0.0
"('8', '-10.5', '0')",3-1,-360124.5743535961,41727.183195027545,-397115.6448322864,0.0,-84439.99094628547,0.0,397115.6448322864,0.0,-327385.96992512536,37933.802082377486,-361014.21519738977,0.0,-76763.62655858704,0.0,361014.21519738977,0.0,-276200.72431820515,30364.81964167832,-307836.8979950912,0.0,-65214.74095707165,0.0,307836.8979950912,0.0
"('0', '-11.5', '0')",3-1,355863.5897093356,41644.572127455045,-435039.52866587066,0.0,-92460.6949587707,0.0,435039.52866587066,0.0,323512.34760420234,37858.7011134848,-395490.4724799833,0.0,-84055.17550261048,0.0,395490.4724799833,0.0,273070.3522015085,30305.58824314405,-335419.87165239686,0.0,-71045.65014144962,0.0,335419.87165239686,0.0
"('1', '-11.5', '0')",3-1,257770.4987965312,21521.029198611766,-191456.55135309865,0.0,-55308.77776924565,0.0,191456.55135309865,0.0,234336.8122598336,19564.571574881324,-174051.40670198848,0.0,-50280.706003700776,0.0,174051.40670198848,0.0,198163.5857306424,15687.701095969369,-145802.1372649419,0.0,-41550.12050285165,0.0,145802.1372649419,0.0
"('2', '-11.5', '0')",3-1,190690.60482503253,-7445.531996466528,-17877.502880689637,111434.78805662382,-27096.513857867158,42953.30344339745,111434.78805662382,42953.30344339745,173355.09170557075,-6768.665304626337,-16252.27499382291,101304.35063868652,-24633.193882332765,39048.45684033666,101304.35063868652,39048.45684033666,145813.1133555829,-5378.310338364656,-10918.52691915715,83436.48851104052,-19320.480282979566,31721.30127120981,83436.48851104052,31721.30127120981
"('3', '-11.5', '0')",3-1,118533.02415539356,-16680.733357117464,0.0,223434.91761685503,-4263.297254206592,56833.8978419962,223434.91761685503,56833.8978419962,107757.29243488213,-15164.302723247558,0.0,203122.64815781472,-3875.724692547377,51667.1787724849,203122.64815781472,51667.1787724849,89771.36269638025,-12098.919086378592,0.0,170244.86696166053,-1725.4711923728198,42870.55430176371,170244.86696166053,42870.55430176371
"('4', '-11.5', '0')",3-1,-49738.8457417029,-19411.1986230883,0.0,252055.0642875008,-3289.1369377905303,48652.659827274525,252055.0642875008,48652.659827274525,-45217.13151240225,-17646.54382032901,0.0,229140.96279100643,-2990.1244240912806,44229.68983780937,229140.96279100643,44229.68983780937,-36173.29887497629,-14088.395687989792,0.0,192831.05304576096,-730.9250773797864,37255.11496588436,192831.05304576096,37255.11496588436
